0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	-0.0000000	-0.0000000	1.0000000
0.2301819	-0.0003258	-0.0062070	0.0092111	-0.0000155	-0.0004745	-0.0001246	0.9999999
0.4222100	-0.0006076	-0.0144064	0.0215619	-0.0000405	-0.0008509	-0.0003154	0.9999996
0.5870280	-0.0010864	-0.0232914	0.0358800	0.0002142	-0.0012998	-0.0004792	0.9999990
0.7728250	-0.0019655	-0.0338712	0.0522567	0.0001958	-0.0014032	-0.0008155	0.9999987
0.9661469	-0.0030967	-0.0412703	0.0631487	0.0001785	-0.0015598	-0.0008478	0.9999984
1.1270189	-0.0042593	-0.0523728	0.0799652	0.0001023	-0.0017961	-0.0008949	0.9999980
1.3595300	-0.0059511	-0.0695723	0.1052028	-0.0001465	-0.0024052	-0.0012157	0.9999964
1.4965920	-0.0068011	-0.0848583	0.1292222	0.0001620	-0.0029346	-0.0014114	0.9999947
1.6248569	-0.0085193	-0.0989637	0.1499763	-0.0000363	-0.0028549	-0.0019570	0.9999940
1.7931859	-0.0100775	-0.1145419	0.1722870	0.0001195	-0.0032612	-0.0020457	0.9999926
1.9291790	-0.0114207	-0.1294119	0.1959358	0.0002742	-0.0038798	-0.0021416	0.9999901
2.0690911	-0.0130865	-0.1431962	0.2177770	0.0005456	-0.0039390	-0.0026049	0.9999887
2.2191060	-0.0160151	-0.1654769	0.2490510	0.0001522	-0.0047343	-0.0030191	0.9999842
2.3982260	-0.0169313	-0.1755812	0.2685878	0.0004917	-0.0048601	-0.0033199	0.9999826
2.5950601	-0.0083873	-0.1789702	0.2728713	0.0000436	-0.0063345	-0.0039605	0.9999721
2.7835541	-0.0110370	-0.1946017	0.2941447	-0.0002505	-0.0067063	-0.0040001	0.9999695
2.9393790	-0.0104843	-0.2040138	0.3113948	0.0001483	-0.0067559	-0.0042700	0.9999681
3.1092031	-0.0126233	-0.2170704	0.3309384	0.0001251	-0.0070694	-0.0044706	0.9999650
3.2766972	-0.0138916	-0.2283672	0.3482670	0.0002035	-0.0073625	-0.0044883	0.9999628
3.4802141	-0.0155788	-0.2441929	0.3713091	-0.0000953	-0.0078185	-0.0046952	0.9999584
3.6535411	-0.0169229	-0.2605755	0.3971247	-0.0002365	-0.0082874	-0.0051489	0.9999524
3.8898561	-0.0164415	-0.2749949	0.4178961	-0.0004784	-0.0086962	-0.0057908	0.9999453
4.0301960	-0.0178354	-0.2881152	0.4412847	-0.0001713	-0.0090777	-0.0061406	0.9999399
4.2210701	-0.0189269	-0.2998252	0.4558703	-0.0006966	-0.0094561	-0.0060021	0.9999370
4.3564630	-0.0208364	-0.3125825	0.4757392	-0.0005331	-0.0093880	-0.0064985	0.9999347
4.4986610	-0.0199420	-0.3255578	0.4979310	-0.0001722	-0.0102994	-0.0065497	0.9999255
4.6430120	-0.0236334	-0.3382768	0.5151275	-0.0005686	-0.0102791	-0.0063876	0.9999266
4.8193531	-0.0244353	-0.3556648	0.5405900	-0.0006542	-0.0109968	-0.0067183	0.9999168
4.9760380	-0.0241548	-0.3647451	0.5587957	-0.0002429	-0.0111940	-0.0074779	0.9999094
5.1390030	-0.0269227	-0.3795201	0.5803459	-0.0004244	-0.0113723	-0.0076874	0.9999057
5.4312100	-0.0306272	-0.3997946	0.6073024	-0.0010739	-0.0121347	-0.0079368	0.9998943
5.6146021	-0.0299241	-0.4081335	0.6198436	-0.0009839	-0.0121156	-0.0084702	0.9998902
5.7968390	-0.0335110	-0.4249345	0.6424938	-0.0016265	-0.0124239	-0.0086704	0.9998839
5.9621069	-0.0328778	-0.4331645	0.6594243	-0.0011185	-0.0131448	-0.0089948	0.9998725
6.1223040	-0.0348073	-0.4470869	0.6807568	-0.0011668	-0.0137280	-0.0091360	0.9998633
6.3097479	-0.0362204	-0.4565111	0.6949786	-0.0011738	-0.0138945	-0.0092865	0.9998597
6.4744680	-0.0381582	-0.4694819	0.7164918	-0.0006128	-0.0143893	-0.0093080	0.9998530
6.6174090	-0.0417330	-0.4858757	0.7412921	-0.0010018	-0.0149340	-0.0098220	0.9998397
6.7557800	-0.0422638	-0.4968473	0.7598328	-0.0010835	-0.0154434	-0.0104339	0.9998257
6.9398282	-0.0455806	-0.5114925	0.7792081	-0.0016405	-0.0160978	-0.0105525	0.9998134
7.0756691	-0.0471590	-0.5235197	0.7992868	-0.0014373	-0.0169502	-0.0111591	0.9997930
7.2842929	-0.0500809	-0.5386415	0.8216996	-0.0013983	-0.0177510	-0.0119484	0.9997701
7.4534941	-0.0535090	-0.5482956	0.8385508	-0.0013640	-0.0183357	-0.0123338	0.9997549
